main_name,location,id,property_type,price_type,days_on_site,lat,lon,Baños,Estacionamientos,Recámaras,m2_totales,m2_construidos,years,price_final,source,geometry,index_right,CVEGEO,CVE_ENT,CVE_MUN,CVE_LOC,CVE_AGEB,Ambito,new_id,num_comercios,is_consultorio,is_recreativo,is_retail,is_escuela,Baños_imp,Recámaras_imp,num_comercios_imp,is_consultorio_imp,is_recreativo_imp,is_retail_imp,is_escuela_imp,precio_m2,precio_m2_final
departamento en venta unico roma calle coahuila,"Roma Norte, Cuauhtémoc, Distrito Federal",1680,depto,venta,3.0,19.4195256,-99.162549,1.0,1.0,1.0,43.0,43.0,-1.0,3180000.0,metros_cubicos,POINT (-99.162549 19.4195256),12699,0901500011002,9,15,1,1002,Urbana,522,317.0,17.0,59.0,71.0,15.0,1.0,1.0,317.0,17.0,59.0,71.0,15.0,73953.48837209302,73953.48837209302
departamento en venta en cuauhtemoc roma norte 212985rt,"Roma Norte, Cuauhtémoc, Distrito Federal",1681,depto,venta,4.0,19.4195256,-99.162549,2.0,1.0,2.0,78.0,78.0,0.0,5289380.0,metros_cubicos,POINT (-99.162549 19.4195256),12699,0901500011002,9,15,1,1002,Urbana,523,317.0,17.0,59.0,71.0,15.0,2.0,2.0,317.0,17.0,59.0,71.0,15.0,67812.56410256411,67812.56410256411
departamento en venta en roma norte cuauhtemoc 212279al,"Roma Norte, Cuauhtémoc, Distrito Federal",1682,depto,venta,4.0,19.4195256,-99.162549,2.0,1.0,2.0,65.0,65.0,0.0,4330000.0,metros_cubicos,POINT (-99.162549 19.4195256),12699,0901500011002,9,15,1,1002,Urbana,524,317.0,17.0,59.0,71.0,15.0,2.0,2.0,317.0,17.0,59.0,71.0,15.0,66615.38461538461,66615.38461538461
departamento en venta en roma norte 212986nc,"Roma Norte, Cuauhtémoc, Distrito Federal",1684,depto,venta,4.0,19.4195256,-99.162549,3.0,2.0,2.0,173.0,173.0,0.0,9151840.0,metros_cubicos,POINT (-99.162549 19.4195256),12699,0901500011002,9,15,1,1002,Urbana,525,317.0,17.0,59.0,71.0,15.0,3.0,2.0,317.0,17.0,59.0,71.0,15.0,52900.80924855491,52900.80924855491
"super oportunidad,venta de depto col. roma nte","Rio De Janeiro 53, Roma Norte, Cuauhtémoc, Distrito Federal",1686,depto,venta,9.0,19.4210735,-99.1610498,2.0,1.0,2.0,211.0,211.0,0.0,13700000.0,metros_cubicos,POINT (-99.1610498 19.4210735),12699,0901500011002,9,15,1,1002,Urbana,526,271.0,15.0,44.0,52.0,15.0,2.0,2.0,271.0,15.0,44.0,52.0,15.0,64928.909952606635,64928.909952606635
depto venta punto roma zacatecas roma norte garden house,"Zacatecas 0, Roma Norte, Cuauhtémoc, Distrito Federal",1696,depto,venta,6.0,19.4195256,-99.162549,2.0,2.0,3.0,161.0,161.0,0.0,11500000.0,metros_cubicos,POINT (-99.162549 19.4195256),12699,0901500011002,9,15,1,1002,Urbana,527,317.0,17.0,59.0,71.0,15.0,2.0,3.0,317.0,17.0,59.0,71.0,15.0,71428.57142857143,71428.57142857143
preventa departamentos con terraza roma norte apa_2184 oa,"Roma Norte 0, Roma Norte, Cuauhtémoc, Distrito Federal",1698,depto,venta,6.0,19.4195256,-99.162549,2.0,2.0,2.0,117.0,117.0,0.0,7855960.0,metros_cubicos,POINT (-99.162549 19.4195256),12699,0901500011002,9,15,1,1002,Urbana,529,317.0,17.0,59.0,71.0,15.0,2.0,2.0,317.0,17.0,59.0,71.0,15.0,67144.95726495727,67144.95726495727
departamento en venta roma norte,"Tabasco  Sn, Roma Norte, Cuauhtémoc, Distrito Federal",1699,depto,venta,2.0,19.4188488,-99.1613324,2.0,2.0,2.0,149.0,136.0,0.0,12660000.0,metros_cubicos,POINT (-99.16133240000001 19.4188488),12699,0901500011002,9,15,1,1002,Urbana,530,284.0,11.0,61.0,69.0,18.0,2.0,2.0,284.0,11.0,61.0,69.0,18.0,84966.44295302013,84966.44295302013
venta departamento en roma norte apa_1667 jc,"Roma Norte 0, Roma Norte, Cuauhtémoc, Distrito Federal",1706,depto,venta,11.0,19.4195256,-99.162549,1.0,1.0,1.0,57.0,57.0,0.0,5800000.0,metros_cubicos,POINT (-99.162549 19.4195256),12699,0901500011002,9,15,1,1002,Urbana,531,317.0,17.0,59.0,71.0,15.0,1.0,1.0,317.0,17.0,59.0,71.0,15.0,101754.38596491228,101754.38596491228
"departamento en roma norte para inversión, no créditos","Av Chapultepec 246, Roma Norte, Cuauhtémoc, Distrito Federal",1710,depto,venta,1.0,19.4239626,-99.1609669,2.0,2.0,3.0,103.0,103.0,0.0,2080000.0,metros_cubicos,POINT (-99.16096690000001 19.4239626),12699,0901500011002,9,15,1,1002,Urbana,532,352.0,11.0,56.0,67.0,12.0,2.0,3.0,352.0,11.0,56.0,67.0,12.0,20194.174757281555,20194.174757281555
¡¡oportunidad excelente departamento roma norte¡¡dip,"Av Chapultepec 246, Roma Norte, Cuauhtémoc, Distrito Federal",1714,depto,venta,8.0,19.4239626,-99.1609669,2.0,1.0,2.0,85.0,85.0,10.0,2038000.0,metros_cubicos,POINT (-99.16096690000001 19.4239626),12699,0901500011002,9,15,1,1002,Urbana,535,352.0,11.0,56.0,67.0,12.0,2.0,2.0,352.0,11.0,56.0,67.0,12.0,23976.470588235294,23976.470588235294
departamento en roma norte a una cuadra de la glorieta * ajd,"Av. Chapultepec 246, Roma Norte, Cuauhtémoc, Distrito Federal",1715,depto,venta,6.0,19.4239626,-99.1609669,2.0,2.0,3.0,102.0,102.0,8.0,2080000.0,metros_cubicos,POINT (-99.16096690000001 19.4239626),12699,0901500011002,9,15,1,1002,Urbana,536,352.0,11.0,56.0,67.0,12.0,2.0,3.0,352.0,11.0,56.0,67.0,12.0,20392.156862745098,20392.156862745098
"hermoso departamento en roma norte, cuauhtémoc, 72279","Zacatecas, Roma Norte, Cuauhtémoc, Distrito Federal",1716,depto,renta,,19.4195256,-99.162549,2.0,1.0,2.0,120.0,120.0,0.0,26550.0,metros_cubicos,POINT (-99.162549 19.4195256),12699,0901500011002,9,15,1,1002,Urbana,537,317.0,17.0,59.0,71.0,15.0,2.0,2.0,317.0,17.0,59.0,71.0,15.0,37928.57142857143,37928.57142857143
"departamento en roma norte, excelente ubicacion *rma","Av. Chapultepec  246, Roma Norte, Cuauhtémoc, Distrito Federal",1724,depto,venta,6.0,19.4239626,-99.1609669,2.0,2.0,3.0,102.0,102.0,0.0,2080000.0,metros_cubicos,POINT (-99.16096690000001 19.4239626),12699,0901500011002,9,15,1,1002,Urbana,539,352.0,11.0,56.0,67.0,12.0,2.0,3.0,352.0,11.0,56.0,67.0,12.0,20392.156862745098,20392.156862745098
hermoso departamento en roma norte amp,"Avenida Chapultepec 0, Roma Norte, Cuauhtémoc, Distrito Federal",1745,depto,venta,8.0,19.4195256,-99.162549,1.0,1.0,3.0,85.0,85.0,10.0,2038000.0,metros_cubicos,POINT (-99.162549 19.4195256),12699,0901500011002,9,15,1,1002,Urbana,541,317.0,17.0,59.0,71.0,15.0,1.0,3.0,317.0,17.0,59.0,71.0,15.0,23976.470588235294,23976.470588235294
venta departamento roma norte apa_2625 ah,"Roma Norte 0, Roma Norte, Cuauhtémoc, Distrito Federal",1753,depto,venta,3.0,19.4195256,-99.162549,2.0,2.0,2.0,97.0,97.0,20.0,6000000.0,metros_cubicos,POINT (-99.162549 19.4195256),12699,0901500011002,9,15,1,1002,Urbana,542,317.0,17.0,59.0,71.0,15.0,2.0,2.0,317.0,17.0,59.0,71.0,15.0,61855.67010309279,61855.67010309279
preventa penthouse con balcón y terraza roma norte apa_2868 rf,"Roma Norte, Ciudad De México, Cdmx, México, Cuauhtémoc, Distrito Federal",1755,depto,venta,33.0,19.4195256,-99.162549,2.0,1.0,2.0,125.0,70.0,0.0,6800000.0,metros_cubicos,POINT (-99.162549 19.4195256),12699,0901500011002,9,15,1,1002,Urbana,543,317.0,17.0,59.0,71.0,15.0,2.0,2.0,317.0,17.0,59.0,71.0,15.0,54400.0,54400.0
departamento en venta en la colonia roma super ubicado,"Cordoba 43, Roma Norte, Cuauhtémoc, Distrito Federal",1764,depto,venta,4.0,19.4222207,-99.1595723,1.0,1.0,2.0,79.0,79.0,0.0,3850000.0,metros_cubicos,POINT (-99.15957229999999 19.4222207),12699,0901500011002,9,15,1,1002,Urbana,544,252.0,22.0,36.0,38.0,12.0,1.0,2.0,252.0,22.0,36.0,38.0,12.0,48734.17721518988,48734.17721518988
venta departamento roma nocon terraza apa_1904 yi,"Roma Norte 0, Roma Norte, Cuauhtémoc, Distrito Federal",1775,depto,venta,8.0,19.4195256,-99.162549,1.0,1.0,2.0,76.42,76.42,0.0,4774000.0,metros_cubicos,POINT (-99.162549 19.4195256),12699,0901500011002,9,15,1,1002,Urbana,545,317.0,17.0,59.0,71.0,15.0,1.0,2.0,317.0,17.0,59.0,71.0,15.0,62470.557445694845,62470.557445694845
departamento en venta jalapa roma norte,"Jalapa 000, Roma Norte, Cuauhtémoc, Distrito Federal",1783,depto,venta,11.0,19.4195256,-99.162549,2.0,1.0,2.0,80.0,80.0,0.0,4950000.0,metros_cubicos,POINT (-99.162549 19.4195256),12699,0901500011002,9,15,1,1002,Urbana,547,317.0,17.0,59.0,71.0,15.0,2.0,2.0,317.0,17.0,59.0,71.0,15.0,61875.0,61875.0
"departamento 602 en preventa, roma norte, cuauhtémoc","Roma Norte, Cuauhtémoc, Distrito Federal",1810,depto,venta,8.0,19.4195256,-99.162549,2.0,1.0,2.0,152.0,152.0,0.0,6835000.0,metros_cubicos,POINT (-99.162549 19.4195256),12699,0901500011002,9,15,1,1002,Urbana,548,317.0,17.0,59.0,71.0,15.0,2.0,2.0,317.0,17.0,59.0,71.0,15.0,44967.10526315789,44967.10526315789
"departamento en venta, col. roma norte","Tabasco, Roma Norte, Cuauhtémoc, Distrito Federal",1829,depto,venta,7.0,19.4188488,-99.1613324,,,,153.0,153.0,0.0,12660000.0,metros_cubicos,POINT (-99.16133240000001 19.4188488),12699,0901500011002,9,15,1,1002,Urbana,549,284.0,11.0,61.0,69.0,18.0,1.8,2.6,284.0,11.0,61.0,69.0,18.0,82745.09803921569,82745.09803921569
"departamentos en guanajuato, roma norte","Roma Norte, Cuauhtémoc, Distrito Federal",1838,depto,venta,10.0,19.4195256,-99.162549,3.0,2.0,3.0,157.0,157.0,0.0,9401000.0,metros_cubicos,POINT (-99.162549 19.4195256),12699,0901500011002,9,15,1,1002,Urbana,550,317.0,17.0,59.0,71.0,15.0,3.0,3.0,317.0,17.0,59.0,71.0,15.0,59878.980891719744,59878.980891719744
departamento pb en venta en roma norte guanajuato cat214861,"Roma Norte, Cuauhtémoc, Distrito Federal",1843,depto,venta,3.0,19.4195256,-99.162549,3.0,2.0,3.0,193.0,193.0,0.0,10750000.0,metros_cubicos,POINT (-99.162549 19.4195256),12699,0901500011002,9,15,1,1002,Urbana,551,317.0,17.0,59.0,71.0,15.0,3.0,3.0,317.0,17.0,59.0,71.0,15.0,55699.48186528497,55699.48186528497
departamento en venta en cuauhtemoc roma norte 211895ig,"Roma Norte, Cuauhtémoc, Distrito Federal",1846,depto,venta,4.0,19.4195256,-99.162549,1.0,1.0,1.0,57.0,57.0,0.0,3640000.0,metros_cubicos,POINT (-99.162549 19.4195256),12699,0901500011002,9,15,1,1002,Urbana,552,317.0,17.0,59.0,71.0,15.0,1.0,1.0,317.0,17.0,59.0,71.0,15.0,63859.649122807015,63859.649122807015
preventa departamento con terraza roma norte apa_761 am,"Roma Norte 0, Roma Norte, Cuauhtémoc, Distrito Federal",1852,depto,venta,1.0,19.4195256,-99.162549,3.0,2.0,3.0,195.0,195.0,0.0,13500000.0,metros_cubicos,POINT (-99.162549 19.4195256),12699,0901500011002,9,15,1,1002,Urbana,553,317.0,17.0,59.0,71.0,15.0,3.0,3.0,317.0,17.0,59.0,71.0,15.0,69230.76923076923,69230.76923076923
departamento en venta en roma norte.,"Colima, Roma Norte, Cuauhtémoc, Distrito Federal",1868,depto,venta,24.0,19.4189983,-99.1640265,2.0,2.0,2.0,111.0,111.0,0.0,7250000.0,metros_cubicos,POINT (-99.16402650000001 19.4189983),12699,0901500011002,9,15,1,1002,Urbana,554,302.0,17.0,56.0,68.0,13.0,2.0,2.0,302.0,17.0,56.0,68.0,13.0,65315.31531531532,65315.31531531532
departamento en venta en roma norte coahuila 212364ru,"Roma Norte, Cuauhtémoc, Distrito Federal",1908,depto,venta,4.0,19.4195256,-99.162549,1.0,1.0,1.0,43.0,43.0,0.0,3370000.0,metros_cubicos,POINT (-99.162549 19.4195256),12699,0901500011002,9,15,1,1002,Urbana,566,317.0,17.0,59.0,71.0,15.0,1.0,1.0,317.0,17.0,59.0,71.0,15.0,78372.09302325582,78372.09302325582
departamento en venta en roma norte coahuila 212364ig,"Roma Norte, Cuauhtémoc, Distrito Federal",1909,depto,venta,4.0,19.4195256,-99.162549,1.0,1.0,1.0,43.0,43.0,0.0,3370000.0,metros_cubicos,POINT (-99.162549 19.4195256),12699,0901500011002,9,15,1,1002,Urbana,567,317.0,17.0,59.0,71.0,15.0,1.0,1.0,317.0,17.0,59.0,71.0,15.0,78372.09302325582,78372.09302325582
departamento en venta roma norte,"Pomona45, Roma Norte, Cuauhtémoc, Distrito Federal",1940,depto,venta,7.0,19.421126,-99.162892,2.0,,2.0,75.0,75.0,0.0,989670.0,metros_cubicos,POINT (-99.162892 19.421126),12699,0901500011002,9,15,1,1002,Urbana,568,340.0,17.0,70.0,85.0,19.0,2.0,2.0,340.0,17.0,70.0,85.0,19.0,13195.6,13195.6
departamento en venta en colonia roma norte adtrlv161 ,"Cuauhtémoc, Distrito Federal",1942,depto,venta,2.0,19.4185174,-99.1613449,2.0,1.0,3.0,137.0,137.0,0.0,3300000.0,metros_cubicos,POINT (-99.1613449 19.4185174),12699,0901500011002,9,15,1,1002,Urbana,569,288.0,11.0,61.0,71.0,18.0,2.0,3.0,288.0,11.0,61.0,71.0,18.0,24087.591240875914,24087.591240875914
"jalapa # 99, colonia roma norte","Cuauhtémoc, Distrito Federal",1943,depto,venta,2.0,19.4184822,-99.1614643,2.0,1.0,2.0,137.0,137.0,14.0,3840000.0,metros_cubicos,POINT (-99.16146430000001 19.4184822),12699,0901500011002,9,15,1,1002,Urbana,570,288.0,11.0,62.0,72.0,15.0,2.0,2.0,288.0,11.0,62.0,72.0,15.0,28029.19708029197,28029.19708029197
departamento en venta roma norte,"Avenida Chapultepec246, Roma Norte, Cuauhtémoc, Distrito Federal",1959,depto,venta,2.0,19.423963,-99.160967,2.0,,3.0,65.0,65.0,0.0,1277348.0,metros_cubicos,POINT (-99.160967 19.423963),12699,0901500011002,9,15,1,1002,Urbana,571,352.0,11.0,56.0,67.0,12.0,2.0,3.0,352.0,11.0,56.0,67.0,12.0,19651.507692307692,19651.507692307692
departamento en venta en tonala roma norte 221292rt,"Roma Norte, Cuauhtémoc, Distrito Federal",1977,depto,venta,3.0,19.4195256,-99.162549,3.0,2.0,2.0,144.0,144.0,0.0,8584000.0,metros_cubicos,POINT (-99.162549 19.4195256),12699,0901500011002,9,15,1,1002,Urbana,572,317.0,17.0,59.0,71.0,15.0,3.0,2.0,317.0,17.0,59.0,71.0,15.0,59611.11111111111,59611.11111111111
venta de increible y último pent garden roma norte excelente ubicación,"Colima 318, Roma Norte, Cuauhtémoc, Distrito Federal",1983,depto,venta,3.0,19.419525,-99.162549,2.0,,2.0,141.0,141.0,0.0,8352570.0,metros_cubicos,POINT (-99.162549 19.419525),12699,0901500011002,9,15,1,1002,Urbana,573,317.0,17.0,59.0,71.0,15.0,2.0,2.0,317.0,17.0,59.0,71.0,15.0,59238.085106382976,59238.085106382976
"departamento en venta, roma norte.ks","Roma Norte, Cuauhtémoc, Distrito Federal",1990,depto,venta,37.0,19.4195256,-99.162549,1.0,1.0,1.0,43.0,43.0,0.0,3370000.0,metros_cubicos,POINT (-99.162549 19.4195256),12699,0901500011002,9,15,1,1002,Urbana,576,317.0,17.0,59.0,71.0,15.0,1.0,1.0,317.0,17.0,59.0,71.0,15.0,78372.09302325582,78372.09302325582
departamento en venta en roma norte chapultepec cat22499,"Roma Norte, Cuauhtémoc, Distrito Federal",1993,depto,venta,2.0,19.4195256,-99.162549,2.0,2.0,2.0,90.0,90.0,0.0,5950000.0,metros_cubicos,POINT (-99.162549 19.4195256),12699,0901500011002,9,15,1,1002,Urbana,577,317.0,17.0,59.0,71.0,15.0,2.0,2.0,317.0,17.0,59.0,71.0,15.0,66111.11111111111,66111.11111111111
departamento en venta avenida chapultepec 246,,12,depto,venta,,19.42397,-99.16091,2.0,,2.0,60.0,60.0,,3600000.0,viva_anuncios,POINT (-99.16091 19.42397),12699,0901500011002,9,15,1,1002,Urbana,584,355.0,11.0,57.0,67.0,12.0,2.0,2.0,355.0,11.0,57.0,67.0,12.0,60000.0,60000.0
departamento en venta en la colonia roma con la mejor ubicacion,,30,depto,venta,,19.42222,-99.15957,1.0,,2.0,79.0,79.0,,3850000.0,viva_anuncios,POINT (-99.15957 19.42222),12699,0901500011002,9,15,1,1002,Urbana,586,252.0,22.0,36.0,38.0,12.0,1.0,2.0,252.0,22.0,36.0,38.0,12.0,48734.17721518988,48734.17721518988
"departamento en preventa en prisma en col. roma norte,  2 recámaras.",,86,depto,venta,,19.42402,-99.16076,2.0,,2.0,82.0,82.0,,4238383.0,viva_anuncios,POINT (-99.16076 19.42402),12699,0901500011002,9,15,1,1002,Urbana,588,343.0,10.0,55.0,64.0,13.0,2.0,2.0,343.0,10.0,55.0,64.0,13.0,51687.59756097561,51687.59756097561
"departamento en preventa en prisma en col. roma norte,  2 recámara",,87,depto,venta,,19.42402,-99.16076,2.0,,2.0,64.0,64.0,,3449064.0,viva_anuncios,POINT (-99.16076 19.42402),12699,0901500011002,9,15,1,1002,Urbana,589,343.0,10.0,55.0,64.0,13.0,2.0,2.0,343.0,10.0,55.0,64.0,13.0,53891.625,53891.625
"departamento en preventa en prisma en col roma norte,  2 recamaras.",,90,depto,venta,,19.42402,-99.16076,2.0,,2.0,98.0,98.0,,5328686.0,viva_anuncios,POINT (-99.16076 19.42402),12699,0901500011002,9,15,1,1002,Urbana,590,343.0,10.0,55.0,64.0,13.0,2.0,2.0,343.0,10.0,55.0,64.0,13.0,54374.34693877551,54374.34693877551
"departamento exterior en venta en el corazã?n de la roma. amplio, soleado y tranquilo.",,137,depto,venta,,19.41952,-99.16254,2.0,,2.0,97.0,97.0,,4800000.0,viva_anuncios,POINT (-99.16254000000001 19.41952),12699,0901500011002,9,15,1,1002,Urbana,593,314.0,17.0,58.0,71.0,15.0,2.0,2.0,314.0,17.0,58.0,71.0,15.0,49484.536082474224,49484.536082474224
icon roma departamentos a una cuadra de glorieta de los insurgentes y universidad de las americas...,,181,depto,venta,,19.41952,-99.16254,1.0,,1.0,39.0,39.0,,3000000.0,viva_anuncios,POINT (-99.16254000000001 19.41952),12699,0901500011002,9,15,1,1002,Urbana,596,314.0,17.0,58.0,71.0,15.0,1.0,1.0,314.0,17.0,58.0,71.0,15.0,76923.07692307692,76923.07692307692
"en planta baja, hermoso departamento con amplia terraza en roma norte",,215,depto,venta,,19.41898,-99.15881,2.0,,2.0,128.0,128.0,,6680000.0,viva_anuncios,POINT (-99.15881 19.41898),12699,0901500011002,9,15,1,1002,Urbana,601,321.0,35.0,66.0,74.0,16.0,2.0,2.0,321.0,35.0,66.0,74.0,16.0,52187.5,52187.5
exclusivo departamento para familias chicas en roma norte condesa zona rosa cuahutemoc,,438,depto,venta,,19.42114,-99.1633,2.0,,2.0,65.0,65.0,,4187000.0,viva_anuncios,POINT (-99.16330000000001 19.42114),12699,0901500011002,9,15,1,1002,Urbana,612,384.0,19.0,79.0,89.0,19.0,2.0,2.0,384.0,19.0,79.0,89.0,19.0,64415.38461538462,64415.38461538462
"departamento en jalapa, roma norte, cuauhtémoc, ciudad de méxico",,667,depto,venta,,19.41851,-99.16134,1.0,,2.0,145.0,145.0,,1842000.0,viva_anuncios,POINT (-99.16134 19.41851),12699,0901500011002,9,15,1,1002,Urbana,626,287.0,11.0,61.0,71.0,18.0,1.0,2.0,287.0,11.0,61.0,71.0,18.0,12703.448275862069,12703.448275862069
"departamento en venta en col. roma norte, cuauhtémoc","San Luis Potosí, Roma Norte, Cuauhtémoc, Distrito Federal",3,depto,venta,1.0,19.4142857,-99.1592041,2.0,1.0,3.0,135.0,135.0,55.0,5295000.0,metros_cubicos,POINT (-99.1592041 19.4142857),12610,0901500011214,9,15,1,1214,Urbana,635,408.0,211.0,58.0,48.0,14.0,2.0,3.0,408.0,211.0,58.0,48.0,14.0,39222.22222222222,39222.22222222222
venta departamento roma alberca cuauhtemoc,"Queretaro, Roma Norte, Cuauhtémoc, Distrito Federal",7,depto,venta,7.0,19.413676,-99.1654703,2.0,1.0,2.0,90.0,90.0,3.0,6700000.0,metros_cubicos,POINT (-99.1654703 19.413676),12610,0901500011214,9,15,1,1214,Urbana,636,446.0,24.0,102.0,117.0,10.0,2.0,2.0,446.0,24.0,102.0,117.0,10.0,74444.44444444444,74444.44444444444
"departamento en roma norte, cuauhtémoc con 3 recámaras, 146 m², id: 36895","San Luis Potosí, Roma Norte, Cuauhtémoc, Distrito Federal",9,depto,venta,,19.4130874,-99.1634537,2.0,3.0,3.0,179.0,146.0,0.0,7500000.0,metros_cubicos,POINT (-99.16345370000001 19.4130874),12610,0901500011214,9,15,1,1214,Urbana,637,366.0,19.0,89.0,90.0,5.0,2.0,3.0,366.0,19.0,89.0,90.0,5.0,41899.44134078212,41899.44134078212
"departamento en venta en tonalá, roma norte para inversionis","Tonala, Roma Norte, Cuauhtémoc, Distrito Federal",11,depto,venta,42.0,19.4129403,-99.1615832,2.0,1.0,2.0,114.0,114.0,0.0,8550000.0,metros_cubicos,POINT (-99.1615832 19.4129403),12610,0901500011214,9,15,1,1214,Urbana,638,440.0,207.0,56.0,61.0,6.0,2.0,2.0,440.0,207.0,56.0,61.0,6.0,75000.0,75000.0
departamento en venta colonia roma 3 recámaras,"San Luis Potosi, Roma Norte, Cuauhtémoc, Distrito Federal",37,depto,venta,43.0,19.4141846,-99.1597243,2.0,2.0,2.0,158.0,158.0,0.0,11407308.0,metros_cubicos,POINT (-99.15972429999999 19.4141846),12610,0901500011214,9,15,1,1214,Urbana,639,425.0,212.0,60.0,53.0,16.0,2.0,2.0,425.0,212.0,60.0,53.0,16.0,72198.15189873418,72198.15189873418
"departamento en roma norte, cuauhtémoc con 3 recámaras, 141 m², id: 49920","Calle Querétaro, Roma Norte, Cuauhtémoc, Distrito Federal",39,depto,venta,,19.4136766,-99.1654682,3.0,1.0,3.0,141.0,141.0,3.0,8200000.0,metros_cubicos,POINT (-99.16546820000001 19.4136766),12610,0901500011214,9,15,1,1214,Urbana,640,444.0,24.0,102.0,117.0,10.0,3.0,3.0,444.0,24.0,102.0,117.0,10.0,58156.02836879432,58156.02836879432
"departamento con terraza privada,  de dos niveles,  en planta baja","Jalapa 164, Roma Norte, Cuauhtémoc, Distrito Federal",43,depto,venta,1.0,19.4152831,-99.160323,2.0,2.0,2.0,99.0,99.0,7.0,4950000.0,metros_cubicos,POINT (-99.16032300000001 19.4152831),12610,0901500011214,9,15,1,1214,Urbana,641,468.0,223.0,71.0,50.0,18.0,2.0,2.0,468.0,223.0,71.0,50.0,18.0,50000.0,50000.0
depa en la roma norte acepto creditos,"Zacatecas 0, Roma Norte, Cuauhtémoc, Distrito Federal",55,depto,venta,11.0,19.414149,-99.1645398,2.0,1.0,3.0,93.0,93.0,15.0,4500000.0,metros_cubicos,POINT (-99.1645398 19.414149),12610,0901500011214,9,15,1,1214,Urbana,642,421.0,25.0,102.0,100.0,6.0,2.0,3.0,421.0,25.0,102.0,100.0,6.0,48387.096774193546,48387.096774193546
"departamento en venta, roma norte, cuauhtemoc","Roma Norte, Cuauhtémoc, Distrito Federal",73,depto,venta,4.0,19.4142857,-99.1592041,2.0,1.0,2.0,135.0,135.0,55.0,5295000.0,metros_cubicos,POINT (-99.1592041 19.4142857),12610,0901500011214,9,15,1,1214,Urbana,643,408.0,211.0,58.0,48.0,14.0,2.0,2.0,408.0,211.0,58.0,48.0,14.0,39222.22222222222,39222.22222222222
se vende departamento exterior en precioso edificio de fachada catalogada,"Calle Querétaro 1 - 300, Roma Norte, Ciudad De México, Cdmx, México, Roma Norte, Cuauhtémoc, Distrito Federal",77,depto,venta,15.0,19.4146488,-99.1604736,2.0,2.0,3.0,114.0,114.0,12.0,6680000.0,metros_cubicos,POINT (-99.1604736 19.4146488),12610,0901500011214,9,15,1,1214,Urbana,644,454.0,219.0,60.0,55.0,17.0,2.0,3.0,454.0,219.0,60.0,55.0,17.0,58596.491228070176,58596.491228070176
vendo lindo departamento remodelado col roma norte terraza,"Querétaro    Roma Norte 227, Roma Norte, Cuauhtémoc, Distrito Federal",85,depto,venta,2.0,19.4141267,-99.1647512,2.0,1.0,3.0,166.25,166.25,30.0,7500000.0,metros_cubicos,POINT (-99.1647512 19.4141267),12610,0901500011214,9,15,1,1214,Urbana,645,424.0,25.0,104.0,104.0,7.0,2.0,3.0,424.0,25.0,104.0,104.0,7.0,45112.78195488722,45112.78195488722
"depto en el corazon de la col roma, vista   y espaciosos inc","Jalapa, Roma Norte, Cuauhtémoc, Distrito Federal",92,depto,venta,14.0,19.4150482,-99.1602171,2.0,2.0,2.0,122.0,122.0,5.0,7000000.0,metros_cubicos,POINT (-99.1602171 19.4150482),12610,0901500011214,9,15,1,1214,Urbana,646,437.0,220.0,55.0,48.0,18.0,2.0,2.0,437.0,220.0,55.0,48.0,18.0,57377.04918032787,57377.04918032787
"venta departamento a estrenar, querétaro, roma norte","Querétaro, Roma Norte, Cuauhtémoc, Distrito Federal",118,depto,venta,5.0,19.4148155,-99.1603133,2.0,1.0,3.0,145.0,145.0,0.0,9080660.0,metros_cubicos,POINT (-99.1603133 19.4148155),12610,0901500011214,9,15,1,1214,Urbana,647,439.0,219.0,58.0,50.0,17.0,2.0,3.0,439.0,219.0,58.0,50.0,17.0,62625.24137931035,62625.24137931035
"14568 san luis potosí, roma norte","San Luis Potosí, Roma Norte, Cuauhtémoc, Distrito Federal",137,depto,venta,,19.413741,-99.161001,1.0,1.0,1.0,53.0,53.0,0.0,4492244.0,metros_cubicos,POINT (-99.161001 19.413741),12610,0901500011214,9,15,1,1214,Urbana,648,452.0,212.0,62.0,58.0,9.0,1.0,1.0,452.0,212.0,62.0,58.0,9.0,84759.32075471699,84759.32075471699
"13939 - chiapas, roma norte","Chiapas, Roma Norte, Cuauhtémoc, Distrito Federal",152,depto,venta,,19.414614,-99.16192,2.0,2.0,2.0,89.0,89.0,0.0,4550000.0,metros_cubicos,POINT (-99.16191999999999 19.414614),12610,0901500011214,9,15,1,1214,Urbana,649,473.0,220.0,59.0,56.0,11.0,2.0,2.0,473.0,220.0,59.0,56.0,11.0,51123.59550561798,51123.59550561798
"14148 tonalá, roma norte","Tonalá, Roma Norte, Cuauhtémoc, Distrito Federal",183,depto,venta,,19.413048,-99.161507,1.0,1.0,1.0,116.0,116.0,0.0,6795000.0,metros_cubicos,POINT (-99.161507 19.413048),12610,0901500011214,9,15,1,1214,Urbana,650,445.0,206.0,55.0,64.0,7.0,1.0,1.0,445.0,206.0,55.0,64.0,7.0,58577.58620689655,58577.58620689655
"14345 calle querétaro, roma norte","Calle Querétaro, Roma Norte, Cuauhtémoc, Distrito Federal",219,depto,venta,,19.415015,-99.159895,2.0,1.0,2.0,79.0,79.0,0.0,5800000.0,metros_cubicos,POINT (-99.15989500000001 19.415015),12610,0901500011214,9,15,1,1214,Urbana,651,422.0,218.0,57.0,44.0,19.0,2.0,2.0,422.0,218.0,57.0,44.0,19.0,73417.72151898734,73417.72151898734
