main_name,location,id,property_type,price_type,days_on_site,lat,lon,Baños,Estacionamientos,Recámaras,m2_totales,m2_construidos,years,price_final,source,geometry,index_right,CVEGEO,CVE_ENT,CVE_MUN,CVE_LOC,CVE_AGEB,Ambito,new_id,num_comercios,is_consultorio,is_recreativo,is_retail,is_escuela
"pent-house en venta, roma sur",,548,depto,venta,,19.4208,-99.1615,2.0,,3.0,,,,9900000.0,viva_anuncios,POINT (-99.1615 19.4208),12699,0901500011002,09,015,0001,1002,Urbana,618,234.0,6.0,59.0,56.0,13.0
garden house venta col. roma,,629,casa,venta,,19.41952,-99.16254,3.0,,3.0,,,,14382000.0,viva_anuncios,POINT (-99.16254000000001 19.41952),12699,0901500011002,09,015,0001,1002,Urbana,619,314.0,17.0,58.0,71.0,15.0
ph para venta  en plaza río de janeiro roma norte,,641,depto,venta,,19.42099,-99.16092,3.0,,3.0,,,,23000000.0,viva_anuncios,POINT (-99.16092 19.42099),12699,0901500011002,09,015,0001,1002,Urbana,620,269.0,15.0,44.0,50.0,16.0
hermoso departamento en venta en el corazón de roma norte!,,644,depto,venta,,19.41884,-99.16133,2.0,,2.0,,,,12900000.0,viva_anuncios,POINT (-99.16133000000001 19.41884),12699,0901500011002,09,015,0001,1002,Urbana,621,286.0,11.0,61.0,70.0,18.0
muy buen departamento en venta  en col. roma norte,,645,depto,venta,,19.41899,-99.16402,2.0,,2.0,,,,5800000.0,viva_anuncios,POINT (-99.16401999999999 19.41899),12699,0901500011002,09,015,0001,1002,Urbana,622,301.0,17.0,55.0,68.0,13.0
"departamento en venta, roma norte, av. insurgentes (717)",,658,depto,venta,,19.41748,-99.16455,1.0,,1.0,,,,3325922.0,viva_anuncios,POINT (-99.16455000000001 19.41748),12699,0901500011002,09,015,0001,1002,Urbana,623,355.0,19.0,50.0,76.0,9.0
"departamento en venta, roma norte, av. insurgentes (706)",,660,depto,venta,,19.41748,-99.16455,1.0,,1.0,,,,5514028.0,viva_anuncios,POINT (-99.16455000000001 19.41748),12699,0901500011002,09,015,0001,1002,Urbana,624,355.0,19.0,50.0,76.0,9.0
"departamento en venta, roma norte ,av. insurgentes (615)",,663,depto,venta,,19.41748,-99.16455,1.0,,1.0,,,,4548143.0,viva_anuncios,POINT (-99.16455000000001 19.41748),12699,0901500011002,09,015,0001,1002,Urbana,625,355.0,19.0,50.0,76.0,9.0
"departamento en jalapa, roma norte, cuauhtémoc, ciudad de méxico",,667,depto,venta,,19.41851,-99.16134,1.0,,2.0,145.0,,,1842000.0,viva_anuncios,POINT (-99.16134 19.41851),12699,0901500011002,09,015,0001,1002,Urbana,626,287.0,11.0,61.0,71.0,18.0
ultimos remates &#34;cuauhtemoc&#34; departamento en venta,,678,depto,venta,,19.42398,-99.16097,1.0,,2.0,66.0,,,1541886.0,viva_anuncios,POINT (-99.16097000000001 19.42398),12699,0901500011002,09,015,0001,1002,Urbana,627,351.0,11.0,56.0,66.0,12.0
increíble departamento,,732,depto,venta,,19.41952,-99.16254,2.0,,2.0,,,,9500000.0,viva_anuncios,POINT (-99.16254000000001 19.41952),12699,0901500011002,09,015,0001,1002,Urbana,628,314.0,17.0,58.0,71.0,15.0
penthouse en colonia roma de 2 recamaras.,,737,depto,venta,,19.41952,-99.16254,2.0,,2.0,,,,13000000.0,viva_anuncios,POINT (-99.16254000000001 19.41952),12699,0901500011002,09,015,0001,1002,Urbana,629,314.0,17.0,58.0,71.0,15.0
departamento en venta en roma norte,,741,depto,venta,,19.41952,-99.16255,2.0,,2.0,,,,4210000.0,viva_anuncios,POINT (-99.16255 19.41952),12699,0901500011002,09,015,0001,1002,Urbana,630,314.0,17.0,58.0,71.0,15.0
departamento amueblado o sin amueblar roma norte,,785,depto,venta,,19.41952,-99.16254,1.0,,1.0,,,,7000000.0,viva_anuncios,POINT (-99.16254000000001 19.41952),12699,0901500011002,09,015,0001,1002,Urbana,631,314.0,17.0,58.0,71.0,15.0
departamento en venta en roma norte,,786,depto,venta,,19.42345,-99.16192,1.0,,2.0,,,,4000000.0,viva_anuncios,POINT (-99.16191999999999 19.42345),12699,0901500011002,09,015,0001,1002,Urbana,632,330.0,7.0,60.0,85.0,13.0
departamento en venta en roma norte,,833,depto,venta,,19.42127,-99.16313,2.0,,2.0,,,,7201838.0,viva_anuncios,POINT (-99.16313 19.42127),12699,0901500011002,09,015,0001,1002,Urbana,633,358.0,18.0,75.0,85.0,18.0
departamento en venta en roma norte,,835,depto,venta,,19.42046,-99.16148,3.0,,3.0,,,,6500000.0,viva_anuncios,POINT (-99.16148 19.42046),12699,0901500011002,09,015,0001,1002,Urbana,634,212.0,6.0,48.0,50.0,12.0
"Departamento En Venta En Col. Roma Norte, Cuauhtémoc","San Luis Potosí, Roma Norte, Cuauhtémoc, Distrito Federal",3,depto,venta,1.0,19.4142857,-99.1592041,2.0,1.0,3.0,135.0,135.0,55.0,5295000.0,metros_cubicos,POINT (-99.1592041 19.4142857),12610,0901500011214,09,015,0001,1214,Urbana,635,408.0,211.0,58.0,48.0,14.0
Venta Departamento Roma Alberca Cuauhtemoc,"Queretaro, Roma Norte, Cuauhtémoc, Distrito Federal",7,depto,venta,7.0,19.413676,-99.1654703,2.0,1.0,2.0,90.0,90.0,3.0,6700000.0,metros_cubicos,POINT (-99.1654703 19.413676),12610,0901500011214,09,015,0001,1214,Urbana,636,446.0,24.0,102.0,117.0,10.0
"Departamento En Roma Norte, Cuauhtémoc Con 3 Recámaras, 146 M², Id: 36895","San Luis Potosí, Roma Norte, Cuauhtémoc, Distrito Federal",9,depto,venta,,19.4130874,-99.1634537,2.0,3.0,3.0,179.0,146.0,0.0,7500000.0,metros_cubicos,POINT (-99.16345370000001 19.4130874),12610,0901500011214,09,015,0001,1214,Urbana,637,366.0,19.0,89.0,90.0,5.0
"Departamento En Venta En Tonalá, Roma Norte Para Inversionis","Tonala, Roma Norte, Cuauhtémoc, Distrito Federal",11,depto,venta,42.0,19.4129403,-99.1615832,2.0,1.0,2.0,114.0,114.0,0.0,8550000.0,metros_cubicos,POINT (-99.1615832 19.4129403),12610,0901500011214,09,015,0001,1214,Urbana,638,440.0,207.0,56.0,61.0,6.0
Departamento En Venta Colonia Roma 3 Recámaras,"San Luis Potosi, Roma Norte, Cuauhtémoc, Distrito Federal",37,depto,venta,43.0,19.4141846,-99.1597243,2.0,2.0,2.0,158.0,158.0,0.0,11407308.0,metros_cubicos,POINT (-99.15972429999999 19.4141846),12610,0901500011214,09,015,0001,1214,Urbana,639,425.0,212.0,60.0,53.0,16.0
"Departamento En Roma Norte, Cuauhtémoc Con 3 Recámaras, 141 M², Id: 49920","Calle Querétaro, Roma Norte, Cuauhtémoc, Distrito Federal",39,depto,venta,,19.4136766,-99.1654682,3.0,1.0,3.0,141.0,141.0,3.0,8200000.0,metros_cubicos,POINT (-99.16546820000001 19.4136766),12610,0901500011214,09,015,0001,1214,Urbana,640,444.0,24.0,102.0,117.0,10.0
"Departamento Con Terraza Privada,  De Dos Niveles,  En Planta Baja","Jalapa 164, Roma Norte, Cuauhtémoc, Distrito Federal",43,depto,venta,1.0,19.4152831,-99.160323,2.0,2.0,2.0,99.0,99.0,7.0,4950000.0,metros_cubicos,POINT (-99.16032300000001 19.4152831),12610,0901500011214,09,015,0001,1214,Urbana,641,468.0,223.0,71.0,50.0,18.0
Depa En La Roma Norte Acepto Creditos,"Zacatecas 0, Roma Norte, Cuauhtémoc, Distrito Federal",55,depto,venta,11.0,19.414149,-99.1645398,2.0,1.0,3.0,1053.0,93.0,15.0,4500000.0,metros_cubicos,POINT (-99.1645398 19.414149),12610,0901500011214,09,015,0001,1214,Urbana,642,421.0,25.0,102.0,100.0,6.0
"Departamento En Venta, Roma Norte, Cuauhtemoc","Roma Norte, Cuauhtémoc, Distrito Federal",73,depto,venta,4.0,19.4142857,-99.1592041,2.0,1.0,2.0,135.0,135.0,55.0,5295000.0,metros_cubicos,POINT (-99.1592041 19.4142857),12610,0901500011214,09,015,0001,1214,Urbana,643,408.0,211.0,58.0,48.0,14.0
Se Vende Departamento Exterior En Precioso Edificio De Fachada Catalogada,"Calle Querétaro 1 - 300, Roma Norte, Ciudad De México, Cdmx, México, Roma Norte, Cuauhtémoc, Distrito Federal",77,depto,venta,15.0,19.4146488,-99.1604736,2.0,2.0,3.0,114.0,114.0,12.0,6680000.0,metros_cubicos,POINT (-99.1604736 19.4146488),12610,0901500011214,09,015,0001,1214,Urbana,644,454.0,219.0,60.0,55.0,17.0
Vendo Lindo Departamento Remodelado Col Roma Norte Terraza,"Querétaro    Roma Norte 227, Roma Norte, Cuauhtémoc, Distrito Federal",85,depto,venta,2.0,19.4141267,-99.1647512,2.0,1.0,3.0,166.25,166.25,30.0,7500000.0,metros_cubicos,POINT (-99.1647512 19.4141267),12610,0901500011214,09,015,0001,1214,Urbana,645,424.0,25.0,104.0,104.0,7.0
"Depto En El Corazon De La Col Roma, Vista   Y Espaciosos Inc","Jalapa, Roma Norte, Cuauhtémoc, Distrito Federal",92,depto,venta,14.0,19.4150482,-99.1602171,2.0,2.0,2.0,122.0,122.0,5.0,7000000.0,metros_cubicos,POINT (-99.1602171 19.4150482),12610,0901500011214,09,015,0001,1214,Urbana,646,437.0,220.0,55.0,48.0,18.0
"Venta Departamento A Estrenar, Querétaro, Roma Norte","Querétaro, Roma Norte, Cuauhtémoc, Distrito Federal",118,depto,venta,5.0,19.4148155,-99.1603133,2.0,1.0,3.0,145.0,145.0,0.0,9080660.0,metros_cubicos,POINT (-99.1603133 19.4148155),12610,0901500011214,09,015,0001,1214,Urbana,647,439.0,219.0,58.0,50.0,17.0
"14568 San Luis Potosí, Roma Norte","San Luis Potosí, Roma Norte, Cuauhtémoc, Distrito Federal",137,depto,venta,,19.413741,-99.161001,1.0,1.0,1.0,53.0,53.0,0.0,4492244.0,metros_cubicos,POINT (-99.161001 19.413741),12610,0901500011214,09,015,0001,1214,Urbana,648,452.0,212.0,62.0,58.0,9.0
"13939 - Chiapas, Roma Norte","Chiapas, Roma Norte, Cuauhtémoc, Distrito Federal",152,depto,venta,,19.414614,-99.16192,2.0,2.0,2.0,89.0,89.0,0.0,4550000.0,metros_cubicos,POINT (-99.16191999999999 19.414614),12610,0901500011214,09,015,0001,1214,Urbana,649,473.0,220.0,59.0,56.0,11.0
"14148 Tonalá, Roma Norte","Tonalá, Roma Norte, Cuauhtémoc, Distrito Federal",183,depto,venta,,19.413048,-99.161507,1.0,1.0,1.0,116.0,116.0,0.0,6795000.0,metros_cubicos,POINT (-99.161507 19.413048),12610,0901500011214,09,015,0001,1214,Urbana,650,445.0,206.0,55.0,64.0,7.0
"14345 Calle Querétaro, Roma Norte","Calle Querétaro, Roma Norte, Cuauhtémoc, Distrito Federal",219,depto,venta,,19.415015,-99.159895,2.0,1.0,2.0,79.0,79.0,0.0,5800000.0,metros_cubicos,POINT (-99.15989500000001 19.415015),12610,0901500011214,09,015,0001,1214,Urbana,651,422.0,218.0,57.0,44.0,19.0
"14145 Querétaro, Roma Norte","Querétaro, Roma Norte, Cuauhtémoc, Distrito Federal",222,depto,venta,,19.414904,-99.160883,2.0,2.0,3.0,114.0,114.0,0.0,8165300.0,metros_cubicos,POINT (-99.160883 19.414904),12610,0901500011214,09,015,0001,1214,Urbana,652,451.0,218.0,63.0,54.0,12.0
Renta Departamento En Colonia Roma El Mejor Lugar Para Vivir,"San Luis Potosí 129, Roma Norte, Cuauhtémoc, Distrito Federal",265,depto,renta,6.0,19.413991,-99.160745,1.0,,2.0,80.0,80.0,0.0,15000.0,metros_cubicos,POINT (-99.16074500000001 19.413991),12610,0901500011214,09,015,0001,1214,Urbana,653,443.0,212.0,61.0,58.0,12.0
Casa En Venta  Roma Norte,"Monterrey 00, Roma Norte, Cuauhtémoc, Distrito Federal",280,casa,venta,4.0,19.414149,-99.1645398,8.0,4.0,8.0,213.0,565.0,70.0,32000000.0,metros_cubicos,POINT (-99.1645398 19.414149),12610,0901500011214,09,015,0001,1214,Urbana,654,421.0,25.0,102.0,100.0,6.0
"Departamento En Yucatan, Roma Norte","Yucatán 132, Roma Norte, Cuauhtémoc, Distrito Federal",289,depto,renta,4.0,19.4130842,-99.1608389,2.0,2.0,2.0,104.0,104.0,18.0,18000.0,metros_cubicos,POINT (-99.1608389 19.4130842),12610,0901500011214,09,015,0001,1214,Urbana,655,424.0,203.0,59.0,58.0,6.0
Casa En Venta,"Chiapas, Roma Norte, Cuauhtémoc, Distrito Federal",291,casa,venta,6.0,19.4125039,-99.1624249,3.0,3.0,,199.0,374.0,30.0,20000000.0,metros_cubicos,POINT (-99.1624249 19.4125039),12610,0901500011214,09,015,0001,1214,Urbana,656,434.0,184.0,57.0,65.0,4.0
Departamento 3 Recamaras Col. Roma Norte,"Querétaro, Roma Norte, Cuauhtémoc, Distrito Federal",297,depto,venta,48.0,19.413758,-99.1654745,2.0,1.0,3.0,160.0,160.0,0.0,8500000.0,metros_cubicos,POINT (-99.1654745 19.413758),12610,0901500011214,09,015,0001,1214,Urbana,657,455.0,24.0,103.0,119.0,11.0
Si Buscas Recámaras Grandes...,"San Luis Potosí, Roma Norte, Cuauhtémoc, Distrito Federal",298,depto,renta,3.0,19.4138399,-99.1617242,2.0,2.0,2.0,110.0,110.0,3.0,21500.0,metros_cubicos,POINT (-99.16172419999999 19.4138399),12610,0901500011214,09,015,0001,1214,Urbana,658,470.0,212.0,58.0,64.0,8.0
Departamento 3 Recamaras Col. Roma Norte Cuauhtemoc,"Querétaro, Roma Norte, Cuauhtémoc, Distrito Federal",304,depto,venta,48.0,19.413758,-99.1654745,2.0,1.0,3.0,150.0,150.0,0.0,8000000.0,metros_cubicos,POINT (-99.1654745 19.413758),12610,0901500011214,09,015,0001,1214,Urbana,659,455.0,24.0,103.0,119.0,11.0
Cuauhtémoc  Departamento En Venta Colonia Roma,"Tonala, Roma Norte, Cuauhtémoc, Distrito Federal",328,depto,venta,7.0,19.4130341,-99.1614773,3.0,2.0,3.0,193.0,193.0,0.0,14148523.0,metros_cubicos,POINT (-99.1614773 19.4130341),12610,0901500011214,09,015,0001,1214,Urbana,660,442.0,206.0,56.0,62.0,7.0
"Querétaro, Roma Norte","Queretaro, Roma Norte, Cuauhtémoc, Distrito Federal",344,casa,renta,6.0,19.4148447,-99.1602414,3.0,,7.0,356.0,324.0,91.0,140000.0,metros_cubicos,POINT (-99.1602414 19.4148447),12610,0901500011214,09,015,0001,1214,Urbana,661,436.0,220.0,57.0,49.0,17.0
Cuauhtémoc  Departamento En Venta Colonia Roma,"Tonala 177 Depto 302 Ph, Roma Norte, Cuauhtémoc, Distrito Federal",353,depto,venta,7.0,19.4130341,-99.1614773,2.0,2.0,2.0,109.0,91.0,0.0,13333718.0,metros_cubicos,POINT (-99.1614773 19.4130341),12610,0901500011214,09,015,0001,1214,Urbana,662,442.0,206.0,56.0,62.0,7.0
"Garden House En Venta Tonala, Roma Norte","Tonala 177, Roma Norte, Cuauhtémoc, Distrito Federal",354,depto,venta,3.0,19.413034,-99.161477,3.0,,3.0,0.0,193.0,0.0,13800738.0,metros_cubicos,POINT (-99.161477 19.413034),12610,0901500011214,09,015,0001,1214,Urbana,663,442.0,206.0,56.0,62.0,7.0
"Departamento En Roma Norte,","Chiapas 135, Roma Norte, Cuauhtémoc, Distrito Federal",359,depto,renta,6.0,19.41252,-99.16232,,,1.0,0.0,62.0,0.0,12000.0,metros_cubicos,POINT (-99.16231999999999 19.41252),12610,0901500011214,09,015,0001,1214,Urbana,664,424.0,182.0,57.0,62.0,4.0
"Casa En Venta, Roma.","Orizaba, Roma Norte, Cuauhtémoc, Distrito Federal",384,casa,venta,37.0,19.4155202,-99.1592694,,5.0,,265.0,266.0,0.0,30000000.0,metros_cubicos,POINT (-99.1592694 19.4155202),12610,0901500011214,09,015,0001,1214,Urbana,665,364.0,156.0,62.0,48.0,18.0
"Casa Con Uso De Suelo, En Renta,  Roma Norte","Querétaro, Roma Norte, Cuauhtémoc, Distrito Federal",388,casa,venta,2.0,19.4148447,-99.1602414,,,,488.0,841.0,0.0,36000000.0,metros_cubicos,POINT (-99.1602414 19.4148447),12610,0901500011214,09,015,0001,1214,Urbana,666,436.0,220.0,57.0,49.0,17.0
Casa Comercial Excelente Ubicación Colonia Roma,"Antonio M. Anza, Roma Norte, Cuauhtémoc, Distrito Federal",402,casa,venta,11.0,19.4118192,-99.1584663,2.0,1.0,4.0,80.0,135.0,72.0,6400000.0,metros_cubicos,POINT (-99.1584663 19.4118192),12610,0901500011214,09,015,0001,1214,Urbana,667,165.0,5.0,44.0,39.0,2.0
"Venta Departamento , Yucatan, Roma Norte","Yucatan, Roma Norte, Cuauhtémoc, Distrito Federal",403,depto,venta,2.0,19.4130842,-99.1608389,2.0,2.0,2.0,94.0,94.0,20.0,4300000.0,metros_cubicos,POINT (-99.1608389 19.4130842),12610,0901500011214,09,015,0001,1214,Urbana,668,424.0,203.0,59.0,58.0,6.0
"Departamentos Nuevos En Venta En Col. Roma Norte, Cdmx","Chiapas, Roma Norte, Cuauhtémoc, Distrito Federal",415,depto,venta,1.0,19.4120249,-99.1642866,2.0,,2.0,77.0,77.0,0.0,5500000.0,metros_cubicos,POINT (-99.1642866 19.4120249),12610,0901500011214,09,015,0001,1214,Urbana,669,629.0,22.0,130.0,269.0,7.0
Magnífico Departamento De 2 Recámaras Y 1 Estudio,"San Luis Potosí, Roma Norte, Cuauhtémoc, Distrito Federal",420,depto,venta,8.0,19.4141327,-99.1605344,2.0,2.0,2.0,101.0,101.0,12.0,5995000.0,metros_cubicos,POINT (-99.1605344 19.4141327),12610,0901500011214,09,015,0001,1214,Urbana,670,434.0,212.0,63.0,55.0,13.0
Departamento Para Estrenar En La Colonia Roma,"Tonalá, Roma Norte, Cuauhtémoc, Distrito Federal",421,depto,venta,10.0,19.4129403,-99.1615832,1.0,1.0,1.0,116.0,116.0,0.0,6795000.0,metros_cubicos,POINT (-99.1615832 19.4129403),12610,0901500011214,09,015,0001,1214,Urbana,671,440.0,207.0,56.0,61.0,6.0
"Casa Con Uso De Suelo, En Renta,  Roma Norte","Querétaro, Roma Norte, Cuauhtémoc, Distrito Federal",423,casa,renta,2.0,19.4148447,-99.1602414,,,,488.0,841.0,0.0,195000.0,metros_cubicos,POINT (-99.1602414 19.4148447),12610,0901500011214,09,015,0001,1214,Urbana,672,436.0,220.0,57.0,49.0,17.0
Departamentos En Preventa Colonia Roma,"San Luis Potosi, Roma Norte, Cuauhtémoc, Distrito Federal",432,depto,venta,2.0,19.4137406,-99.1610013,2.0,1.0,2.0,102.0,102.0,0.0,7463773.0,metros_cubicos,POINT (-99.1610013 19.4137406),12610,0901500011214,09,015,0001,1214,Urbana,673,454.0,212.0,64.0,58.0,9.0
Departamentos En Preventa Colonia Roma,"San Luis Potosi, Roma Norte, Cuauhtémoc, Distrito Federal",433,depto,venta,2.0,19.4137406,-99.1610013,3.0,2.0,3.0,129.0,129.0,0.0,11248826.0,metros_cubicos,POINT (-99.1610013 19.4137406),12610,0901500011214,09,015,0001,1214,Urbana,674,454.0,212.0,64.0,58.0,9.0
Departamento En Venta Colonia Roma,"San Luis Potosi, Roma Norte, Cuauhtémoc, Distrito Federal",438,depto,venta,43.0,19.4141846,-99.1597243,2.0,1.0,2.0,105.0,105.0,0.0,5800000.0,metros_cubicos,POINT (-99.15972429999999 19.4141846),12610,0901500011214,09,015,0001,1214,Urbana,675,425.0,212.0,60.0,53.0,16.0
Departadepartamentos En Preventa Colonia Romamentos En Preve,"San Luis Potosi, Roma Norte, Cuauhtémoc, Distrito Federal",442,depto,venta,2.0,19.4137406,-99.1610013,1.0,1.0,1.0,53.0,53.0,0.0,4494244.0,metros_cubicos,POINT (-99.1610013 19.4137406),12610,0901500011214,09,015,0001,1214,Urbana,676,454.0,212.0,64.0,58.0,9.0
Hermosa Casa En Chiapas Roma Norte Js*,"Chiapas 127, Roma Norte, Cuauhtémoc, Distrito Federal",461,casa,venta,3.0,19.4127033,-99.1619273,2.0,1.0,3.0,51.0,178.0,0.0,1007000.0,metros_cubicos,POINT (-99.1619273 19.4127033),12610,0901500011214,09,015,0001,1214,Urbana,677,461.0,207.0,61.0,70.0,4.0
Roma Depto Venta Con Fachada Catalogada Por El Inba,"Querétaro, Roma Norte, Cuauhtémoc, Distrito Federal",462,depto,venta,2.0,19.4146488,-99.1604736,2.0,2.0,3.0,118.0,118.0,11.0,6680000.0,metros_cubicos,POINT (-99.1604736 19.4146488),12610,0901500011214,09,015,0001,1214,Urbana,678,454.0,219.0,60.0,55.0,17.0
"D417 - San Luis Potosí, Roma Norte","San Luis Potosí, Roma Norte, Cuauhtémoc, Distrito Federal",471,depto,venta,,19.413758,-99.160785,1.0,1.0,1.0,60.0,60.0,0.0,4500000.0,metros_cubicos,POINT (-99.160785 19.413758),12610,0901500011214,09,015,0001,1214,Urbana,679,452.0,212.0,66.0,59.0,10.0
Departamento En Venta Roma Norte,"San Luis Potosí, Roma Norte, Cuauhtémoc, Distrito Federal",484,depto,venta,1.0,19.4138,-99.1617,2.0,1.0,2.0,0.0,100.0,1.0,6879300.0,metros_cubicos,POINT (-99.1617 19.4138),12610,0901500011214,09,015,0001,1214,Urbana,680,470.0,210.0,61.0,65.0,8.0
"3623 Yucatán, Roma Norte","Yucatán, Roma Norte, Cuauhtémoc, Distrito Federal",493,depto,venta,,19.414535,-99.16394,2.0,2.0,3.0,115.0,115.0,0.0,6700000.0,metros_cubicos,POINT (-99.16394 19.414535),12610,0901500011214,09,015,0001,1214,Urbana,681,426.0,34.0,89.0,82.0,9.0
Departamentos En Preventa Colonia Roma,"San Luis Potosi, Roma Norte, Cuauhtémoc, Distrito Federal",503,depto,venta,2.0,19.4137406,-99.1610013,2.0,2.0,2.0,102.0,102.0,0.0,8026715.0,metros_cubicos,POINT (-99.1610013 19.4137406),12610,0901500011214,09,015,0001,1214,Urbana,682,454.0,212.0,64.0,58.0,9.0
Departamento En Venta Roma Norte Cuauhtemoc (m2d500),"Queretaro, Roma Norte, Cuauhtémoc, Distrito Federal",505,depto,venta,,19.413676,-99.1654703,3.0,1.0,3.0,152.0,152.0,0.0,8500000.0,metros_cubicos,POINT (-99.1654703 19.413676),12610,0901500011214,09,015,0001,1214,Urbana,683,446.0,24.0,102.0,117.0,10.0
Departamento En Renta En Roma Norte,"Yucatan, Roma Norte, Cuauhtémoc, Distrito Federal",525,depto,renta,2.0,19.4132467,-99.1609747,2.0,2.0,2.0,105.0,105.0,11.0,24000.0,metros_cubicos,POINT (-99.1609747 19.4132467),12610,0901500011214,09,015,0001,1214,Urbana,684,424.0,204.0,56.0,57.0,8.0
"Av. Yucatán 132, Roma Norte","Av. Yucatán, Roma Norte, Cuauhtémoc, Distrito Federal",538,depto,venta,18.0,19.4130842,-99.1608389,2.0,2.0,2.0,93.0,93.0,17.0,4500000.0,metros_cubicos,POINT (-99.1608389 19.4130842),12610,0901500011214,09,015,0001,1214,Urbana,685,424.0,203.0,59.0,58.0,6.0
"Departamennto En Venta, Roma Norte, Cuauhtemoc","Roma Norte, Cuauhtémoc, Distrito Federal",612,depto,venta,24.0,19.4136766,-99.1654682,3.0,1.0,3.0,145.0,145.0,4.0,8200000.0,metros_cubicos,POINT (-99.16546820000001 19.4136766),12610,0901500011214,09,015,0001,1214,Urbana,686,444.0,24.0,102.0,117.0,10.0
Departamento Para Estrenar En La Colonia Roma,"Tonalá, Roma Norte, Cuauhtémoc, Distrito Federal",615,depto,venta,10.0,19.4129403,-99.1615832,2.0,1.0,2.0,114.0,114.0,0.0,8550000.0,metros_cubicos,POINT (-99.1615832 19.4129403),12610,0901500011214,09,015,0001,1214,Urbana,687,440.0,207.0,56.0,61.0,6.0
Cuauhtémoc  Departamento En Venta Colonia Roma,"Tonala 177 Depto 301 Ph, Roma Norte, Cuauhtémoc, Distrito Federal",617,depto,venta,7.0,19.4130341,-99.1614773,2.0,2.0,2.0,100.0,100.0,0.0,11720768.0,metros_cubicos,POINT (-99.1614773 19.4130341),12610,0901500011214,09,015,0001,1214,Urbana,688,442.0,206.0,56.0,62.0,7.0
"Pre-venta Departamentos, Calle Tonalá","Tonalá, Roma Norte, Cuauhtémoc, Distrito Federal",639,depto,venta,8.0,19.4130341,-99.1614773,2.0,2.0,2.0,124.0,124.0,0.0,9205245.0,metros_cubicos,POINT (-99.1614773 19.4130341),12610,0901500011214,09,015,0001,1214,Urbana,689,442.0,206.0,56.0,62.0,7.0
"Vendo Departamento Nuevo Queretaro 240, Roma Nte., Cuauhtemoc $5,800,000.00","Querétaro 240, Roma Norte, Cuauhtémoc, Distrito Federal",694,depto,venta,3.0,19.413676,-99.16547,2.0,,2.0,90.0,90.0,0.0,5800000.0,metros_cubicos,POINT (-99.16547 19.413676),12610,0901500011214,09,015,0001,1214,Urbana,690,446.0,24.0,102.0,117.0,10.0
"Departaemnto En Venta En La Roma Nte, Cuauhtémoc","San Luis Potosi, Roma Norte, Cuauhtémoc, Distrito Federal",700,depto,venta,43.0,19.4141846,-99.1597243,2.0,1.0,2.0,98.0,98.0,0.0,6849979.0,metros_cubicos,POINT (-99.15972429999999 19.4141846),12610,0901500011214,09,015,0001,1214,Urbana,691,425.0,212.0,60.0,53.0,16.0
Departamento En Venta Roma Norte,"San Luis Potosí, Roma Norte, Cuauhtémoc, Distrito Federal",706,depto,venta,1.0,19.4138,-99.1617,2.0,2.0,3.0,0.0,173.0,1.0,10194985.0,metros_cubicos,POINT (-99.1617 19.4138),12610,0901500011214,09,015,0001,1214,Urbana,692,470.0,210.0,61.0,65.0,8.0
"San Luis Potosí, Roma Norte","San Luis Potosi, Roma Norte, Cuauhtémoc, Distrito Federal",723,depto,venta,6.0,19.413879,-99.160909,1.0,1.0,1.0,60.0,60.0,0.0,4492244.0,metros_cubicos,POINT (-99.160909 19.413879),12610,0901500011214,09,015,0001,1214,Urbana,693,442.0,212.0,58.0,58.0,11.0
Departamento En Venta Colonia Roma Dos Niveles,"San Luis Potosi, Roma Norte, Cuauhtémoc, Distrito Federal",734,depto,venta,43.0,19.4141846,-99.1597243,2.0,2.0,2.0,152.0,152.0,0.0,9969645.0,metros_cubicos,POINT (-99.15972429999999 19.4141846),12610,0901500011214,09,015,0001,1214,Urbana,694,425.0,212.0,60.0,53.0,16.0
Excelente Departamento P.h. En La Roma Norte,"San Luis Potosí, Roma Norte, Cuauhtémoc, Distrito Federal",762,depto,venta,22.0,19.4130874,-99.1634537,2.0,3.0,3.0,135.0,135.0,12.0,8250000.0,metros_cubicos,POINT (-99.16345370000001 19.4130874),12610,0901500011214,09,015,0001,1214,Urbana,695,366.0,19.0,89.0,90.0,5.0
"Departamento En Venta En Col. Roma Norte, Cuauhtémoc","Calle Querétaro, Roma Norte, Cuauhtémoc, Distrito Federal",772,depto,venta,34.0,19.413676,-99.1654703,3.0,1.0,3.0,145.0,145.0,4.0,8200000.0,metros_cubicos,POINT (-99.1654703 19.413676),12610,0901500011214,09,015,0001,1214,Urbana,696,446.0,24.0,102.0,117.0,10.0
Departamento En Venta En Roma Norte Calle Yucatan 22-68,"Roma Norte, Cuauhtémoc, Distrito Federal",778,depto,venta,4.0,19.4144349,-99.1635051,2.0,2.0,2.0,85.0,85.0,0.0,3995000.0,metros_cubicos,POINT (-99.16350509999999 19.4144349),12610,0901500011214,09,015,0001,1214,Urbana,697,596.0,228.0,85.0,66.0,9.0
"D977 - San Luis Potosí, Roma Norte","San Luis Potosí, Roma Norte, Cuauhtémoc, Distrito Federal",795,depto,venta,,19.413757,-99.161,1.0,1.0,1.0,53.0,53.0,0.0,4296669.0,metros_cubicos,POINT (-99.161 19.413757),12610,0901500011214,09,015,0001,1214,Urbana,698,452.0,212.0,62.0,59.0,9.0
